pathItemKey,pathItemTagName,pathItemOpNames,pathItemIsGet,pathItemIsPut,pathItemIsPost,pathItemIsDelete,pathItemIsOptions,pathItemIsHead,pathItemIsPatch,pathItemIsTrace,pathItemOpCount,pathItemOpParamNames,pathItemOpParamCount,pathItemKeyLs,pathItemKeyL1,pathItemKeyL2,pathItemKeyL3,pathItemKeyL4,pathItemKeyL5,pathItemKeyMoreLs,pathItemKeySummary,pathItemKeyDescription,pathItemKeyServers
"""/api/admin/CRMNoteHistory/List""","""CRMNoteHistory""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""note_appendedcontent"",""note_updatedcontent"",""note_id"",""staff_id"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",15,4,"""api""","""admin""","""CRMNoteHistory""","""List""","""""",0,"""""","""""",[]
"""/api/admin/ClientPlan/Add""","""ClientPlan""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""ClientPlan""","""Add""","""""",0,"""""","""""",[]
"""/api/admin/OCRManagement/VendorDomainWhiteList""","""OCRManagement""","""Get""",1,0,0,0,0,0,0,0,1,"[""keyword"",""page"",""page_size"",""current_user_id"",""list_all""]",5,4,"""api""","""admin""","""OCRManagement""","""VendorDomainWhiteList""","""""",0,"""""","""""",[]
"""/api/admin/NDISSupportItem/Delete""","""NDISSupportItem""","""Delete""",0,0,0,1,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""NDISSupportItem""","""Delete""","""""",0,"""""","""""",[]
"""/api/admin/CRMNoteHistory/Add""","""CRMNoteHistory""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""CRMNoteHistory""","""Add""","""""",0,"""""","""""",[]
"""/api/admin/email/ScanEmailAttachment""","""Email""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""email""","""ScanEmailAttachment""","""""",0,"""""","""""",[]
"""/api/admin/InvoiceQuickUpload/Detail""","""InvoiceQuickUpload""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""InvoiceQuickUpload""","""Detail""","""""",0,"""""","""""",[]
"""/api/admin/emailconnectors/SelectedRuleList""","""EmailConnector""","""Get""",1,0,0,0,0,0,0,0,1,"[""email_connector_id""]",1,4,"""api""","""admin""","""emailconnectors""","""SelectedRuleList""","""""",0,"""""","""""",[]
"""/api/admin/EmailTemplate/comm_email_template_listById""","""EmailTemplate""","""Get""",1,0,0,0,0,0,0,0,1,"[""emailType"",""id""]",2,4,"""api""","""admin""","""EmailTemplate""","""comm_email_template_listById""","""""",0,"""""","""""",[]
"""/api/admin/ClientPlanSupportArea/ListForOthers""","""ClientPlanSupportArea""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""client_id"",""client_plan_id"",""amount"",""budget_type"",""management_type"",""management_typeList"",""ndis_support_area_id"",""ndis_support_item_id"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",19,4,"""api""","""admin""","""ClientPlanSupportArea""","""ListForOthers""","""""",0,"""""","""""",[]
"""/api/admin/reconciliation/MatchNDISSummary""","""Reconciliation""","""Get""",1,0,0,0,0,0,0,0,1,"[""remittance_start_date"",""remittance_end_date"",""claim_start_date"",""claim_end_date"",""hidden_mathched_prn"",""participant_ndis_number"",""payment_request_number"",""hidden_before491_data"",""page"",""page_size"",""current_user_id"",""list_all""]",12,4,"""api""","""admin""","""reconciliation""","""MatchNDISSummary""","""""",0,"""""","""""",[]
"""/api/admin/EmailTemplate/Update""","""EmailTemplate""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""EmailTemplate""","""Update""","""""",0,"""""","""""",[]
"""/api/admin/clientuser/CheckPassword""","""ClientUser""","""Get""",1,0,0,0,0,0,0,0,1,"[""clientId"",""oldPassword""]",2,4,"""api""","""admin""","""clientuser""","""CheckPassword""","""""",0,"""""","""""",[]
"""/api/admin/CRMNoteReminder/Details""","""CRMNoteReminder""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""CRMNoteReminder""","""Details""","""""",0,"""""","""""",[]
"""/api/admin/InvoiceDocument/BulkDelete""","""InvoiceDocument""","""Delete""",0,0,0,1,0,0,0,0,1,"[""ids""]",1,4,"""api""","""admin""","""InvoiceDocument""","""BulkDelete""","""""",0,"""""","""""",[]
"""/api/admin/commemail/comm_email_history_detail""","""CommEmail""","""Get""",1,0,0,0,0,0,0,0,1,"[""commEmailHistoryId""]",1,4,"""api""","""admin""","""commemail""","""comm_email_history_detail""","""""",0,"""""","""""",[]
"""/api/admin/Groups""","""Group""","""GetPost""",1,0,1,0,0,0,0,0,2,"[""GroupId"",""GroupName"",""Order_By"",""IncludeStaffs"",""GroupType"",""page"",""page_size"",""current_user_id"",""list_all""]",9,3,"""api""","""admin""","""Groups""","""""","""""",0,"""""","""""",[]
"""/api/admin/clientuser/UpdatePassword""","""ClientUser""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""clientuser""","""UpdatePassword""","""""",0,"""""","""""",[]
"""/api/admin/commemail/GetCommEmailHistoryListByVendorId""","""CommEmail""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""commemail""","""GetCommEmailHistoryListByVendorId""","""""",0,"""""","""""",[]
"""/api/admin/ClientPlan/List""","""ClientPlan""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""client_id"",""plan_start_date"",""plan_end_date"",""daily_activity_amount"",""social_community_and_civic_participation_amount"",""consumables_amount"",""transport_amount"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",18,4,"""api""","""admin""","""ClientPlan""","""List""","""""",0,"""""","""""",[]
"""/api/admin/CRMApplicantNote/List""","""CRMApplicantNote""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""note_id"",""applicant_id"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""order_desc"",""is_system"",""page"",""page_size"",""current_user_id"",""list_all""]",15,4,"""api""","""admin""","""CRMApplicantNote""","""List""","""""",0,"""""","""""",[]
"""/api/admin/mpg_tags/GetTagsRemoveLinkStaffId""","""MPGTag""","""Get""",1,0,0,0,0,0,0,0,1,"[""type""]",1,4,"""api""","""admin""","""mpg_tags""","""GetTagsRemoveLinkStaffId""","""""",0,"""""","""""",[]
"""/api/admin/autoreplyemailsetting/Add""","""AutoReplyEmailSetting""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""autoreplyemailsetting""","""Add""","""""",0,"""""","""""",[]
"""/api/vendor/dashboard/my""","""VendorDashboard""","""Get""",1,0,0,0,0,0,0,0,1,[],0,4,"""api""","""vendor""","""dashboard""","""my""","""""",0,"""""","""""",[]
"""/api/admin/ClientStatement/Search""","""AdminClientStatement""","""Get""",1,0,0,0,0,0,0,0,1,"[""months"",""clients"",""staff_id"",""states_id"",""page"",""page_size"",""current_user_id"",""list_all""]",8,4,"""api""","""admin""","""ClientStatement""","""Search""","""""",0,"""""","""""",[]
"""/api/client/Account/MyCurrentPlanDetails""","""ClientAccount""","""Get""",1,0,0,0,0,0,0,0,1,[],0,4,"""api""","""client""","""Account""","""MyCurrentPlanDetails""","""""",0,"""""","""""",[]
"""/api/admin/Invoice/UpdateOnSubmitPage""","""Invoice""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Invoice""","""UpdateOnSubmitPage""","""""",0,"""""","""""",[]
"""/api/admin/CRMSupportCoordinatorNote/Update""","""CRMSupportCoordinatorNote""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""CRMSupportCoordinatorNote""","""Update""","""""",0,"""""","""""",[]
"""/api/admin/Invoice/UnInvoiceLocked""","""Invoice""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""Invoice""","""UnInvoiceLocked""","""""",0,"""""","""""",[]
"""/api/admin/ClientPlanSupportAreaAmountSpent/Details""","""ClientPlanSupportAreaAmountSpent""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""ClientPlanSupportAreaAmountSpent""","""Details""","""""",0,"""""","""""",[]
"""/api/admin/ClientContactRelationshipType/Delete""","""ClientContactRelationshipType""","""Delete""",0,0,0,1,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""ClientContactRelationshipType""","""Delete""","""""",0,"""""","""""",[]
"""/api/admin/CRMClientNote/Delete""","""CRMClientNote""","""Delete""",0,0,0,1,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""CRMClientNote""","""Delete""","""""",0,"""""","""""",[]
"""/api/vendor/InvoiceDocument/Attachment/{id}""","""VendorInvoiceDocument""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,5,"""api""","""vendor""","""InvoiceDocument""","""Attachment""","""{id}""",0,"""""","""""",[]
"""/api/admin/PaymentBatchCreditor/RemoveInvoiceFromCreator""","""PaymentBatchCreditor""","""Delete""",0,0,0,1,0,0,0,0,1,"[""invoiceId"",""paymentBatchCreatorId""]",2,4,"""api""","""admin""","""PaymentBatchCreditor""","""RemoveInvoiceFromCreator""","""""",0,"""""","""""",[]
"""/api/admin/AutomaticReport/GetMonthlyReportList""","""AutomaticReport""","""Get""",1,0,0,0,0,0,0,0,1,"[""year""]",1,4,"""api""","""admin""","""AutomaticReport""","""GetMonthlyReportList""","""""",0,"""""","""""",[]
"""/api/admin/ClientPlanSupportArea/ListForPlanManagedByGroup""","""ClientPlanSupportArea""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""client_id"",""client_plan_id"",""amount"",""budget_type"",""management_type"",""management_typeList"",""ndis_support_area_id"",""ndis_support_item_id"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",19,4,"""api""","""admin""","""ClientPlanSupportArea""","""ListForPlanManagedByGroup""","""""",0,"""""","""""",[]
"""/api/client/Account/MyPlanDetails""","""ClientAccount""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""client""","""Account""","""MyPlanDetails""","""""",0,"""""","""""",[]
"""/api/client/InvoiceDocument/Delete""","""ClientInvoiceDocument""","""Delete""",0,0,0,1,0,0,0,0,1,"[""id""]",1,4,"""api""","""client""","""InvoiceDocument""","""Delete""","""""",0,"""""","""""",[]
"""/api/admin/PhoneCallHistory/DeleteRecording""","""PhoneCallHistory""","""Delete""",0,0,0,1,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""PhoneCallHistory""","""DeleteRecording""","""""",0,"""""","""""",[]
"""/api/admin/reconciliation/TryToUnMatchList""","""Reconciliation""","""Get""",1,0,0,0,0,0,0,0,1,"[""fund_file_item_id"",""claim_item_result_id""]",2,4,"""api""","""admin""","""reconciliation""","""TryToUnMatchList""","""""",0,"""""","""""",[]
"""/api/admin/EmailTemplate/List""","""EmailTemplate""","""Get""",1,0,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""EmailTemplate""","""List""","""""",0,"""""","""""",[]
"""/api/admin/CRMApplicantNote/Update""","""CRMApplicantNote""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""CRMApplicantNote""","""Update""","""""",0,"""""","""""",[]
"""/api/admin/AdminFee/List""","""AdminFee""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""AdminFee""","""List""","""""",0,"""""","""""",[]
"""/api/admin/PaymentBatch/UnCheckedInvoice""","""PaymentBatch""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""PaymentBatch""","""UnCheckedInvoice""","""""",0,"""""","""""",[]
"""/api/admin/permission/Vendor""","""AdminPermission""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""permission""","""Vendor""","""""",0,"""""","""""",[]
"""/api/admin/PaymentBatchCreditor/Details""","""PaymentBatchCreditor""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""PaymentBatchCreditor""","""Details""","""""",0,"""""","""""",[]
"""/api/admin/InvoiceItem/SupportCategoryList""","""InvoiceItem""","""Get""",1,0,0,0,0,0,0,0,1,"[""clientPlanId""]",1,4,"""api""","""admin""","""InvoiceItem""","""SupportCategoryList""","""""",0,"""""","""""",[]
"""/api/client/StandingAuthority/ChangeStatus""","""ClientStandingAuthority""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""status""]",2,4,"""api""","""client""","""StandingAuthority""","""ChangeStatus""","""""",0,"""""","""""",[]
"""/api/admin/Staff/Add""","""Staff""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Staff""","""Add""","""""",0,"""""","""""",[]
"""/api/admin/PersonalCenter/UpdatePersonalSetting""","""PersonalCenter""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""PersonalCenter""","""UpdatePersonalSetting""","""""",0,"""""","""""",[]
"""/api/admin/global_settings/Limit_updateClientPlanLimitation""","""GlobalSetting""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""global_settings""","""Limit_updateClientPlanLimitation""","""""",0,"""""","""""",[]
"""/api/admin/OCRManagement/Update""","""OCRManagement""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""OCRManagement""","""Update""","""""",0,"""""","""""",[]
"""/api/admin/commemail/comm_email_history_List""","""CommEmail""","""Get""",1,0,0,0,0,0,0,0,1,"[""invoiceId"",""clientId"",""vendorId"",""coordinatorId"",""clientApplicationId""]",5,4,"""api""","""admin""","""commemail""","""comm_email_history_List""","""""",0,"""""","""""",[]
"""/api/admin/NDISSupportItem/ListNDISRegisteredExclusiveItems""","""NDISSupportItem""","""Get""",1,0,0,0,0,0,0,0,1,"[""key_for_dropdown"",""id"",""price_guide_effective_id"",""support_area_id"",""portal_category_id"",""registration_group_id"",""support_item"",""support_item_number"",""support_item_description"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""price_type_id"",""unit_of_measure"",""page"",""page_size"",""current_user_id"",""list_all""]",21,4,"""api""","""admin""","""NDISSupportItem""","""ListNDISRegisteredExclusiveItems""","""""",0,"""""","""""",[]
"""/api/admin/SupportCoordinatorJoinClient/Details""","""SupportCoordinatorJoinClient""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""SupportCoordinatorJoinClient""","""Details""","""""",0,"""""","""""",[]
"""/api/admin/ClientApplicationAttachment/List""","""ClientApplicationAttachment""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""client_application_id"",""title"",""file_path"",""file_type"",""file_extension_name"",""file_size"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",17,4,"""api""","""admin""","""ClientApplicationAttachment""","""List""","""""",0,"""""","""""",[]
"""/api/admin/User/ReleaseAccountLock""","""User""","""Post""",0,0,1,0,0,0,0,0,1,"[""user_id"",""is_staff""]",2,4,"""api""","""admin""","""User""","""ReleaseAccountLock""","""""",0,"""""","""""",[]
"""/api/admin/PaymentBatch/FullDetailsForConfirmPayment""","""PaymentBatch""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""PaymentBatch""","""FullDetailsForConfirmPayment""","""""",0,"""""","""""",[]
"""/api/vendor/Invoice/List""","""VendorInvoice""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""vendor""","""Invoice""","""List""","""""",0,"""""","""""",[]
"""/api/admin/Vendor/Add""","""Vendor""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Vendor""","""Add""","""""",0,"""""","""""",[]
"""/api/admin/PreferenceCoordinatorEmail/Update""","""PreferenceCoordinatorEmail""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""PreferenceCoordinatorEmail""","""Update""","""""",0,"""""","""""",[]
"""/api/service/companyportal/SubmitComplaint""","""CompanyPortal""","""Post""",0,0,1,0,0,0,0,0,1,"[""name"",""contact_number"",""email"",""complaint_details""]",4,4,"""api""","""service""","""companyportal""","""SubmitComplaint""","""""",0,"""""","""""",[]
"""/api/admin/PaymentBatch/DownloadReportFile""","""PaymentBatch""","""Get""",1,0,0,0,0,0,0,0,1,"[""code""]",1,4,"""api""","""admin""","""PaymentBatch""","""DownloadReportFile""","""""",0,"""""","""""",[]
"""/api/service/common/EmailTryAgain/{email}""","""Common""","""Put""",0,1,0,0,0,0,0,0,1,"[""email""]",1,5,"""api""","""service""","""common""","""EmailTryAgain""","""{email}""",0,"""""","""""",[]
"""/api/admin/Staff/Update""","""Staff""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Staff""","""Update""","""""",0,"""""","""""",[]
"""/api/admin/Vendor/List""","""Vendor""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""keyword_for_dropdown"",""vendor_id"",""vendor_name"",""avatar"",""abn"",""status"",""show_only_onhold"",""notes"",""datelastchecked"",""address_state_id"",""address_suburb"",""address_street"",""address_postcode"",""address_email_contact"",""address_email_for_remittance"",""phone"",""authorised_login_holder_name"",""authorised_login_holder_position"",""authorised_login_holder_phone"",""authorised_login_holder_email"",""bank_details_account_name"",""bank_details_bsb"",""bank_details_acc_no"",""bank_details_transfer_reference"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""has_attachments"",""roleType"",""vendorIds"",""auto_create"",""auto_submit"",""client_id"",""tagIds"",""page"",""page_size"",""current_user_id"",""list_all""]",42,4,"""api""","""admin""","""Vendor""","""List""","""""",0,"""""","""""",[]
"""/api/admin/PhoneCallHistory/BulkUpdatePhoneVocieMailStatus""","""PhoneCallHistory""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""PhoneCallHistory""","""BulkUpdatePhoneVocieMailStatus""","""""",0,"""""","""""",[]
"""/api/admin/reconciliation/Calculate""","""Reconciliation""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""reconciliation""","""Calculate""","""""",0,"""""","""""",[]
"""/api/admin/Client/Update""","""Client""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Client""","""Update""","""""",0,"""""","""""",[]
"""/api/admin/clientuser/Create""","""ClientUser""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""clientuser""","""Create""","""""",0,"""""","""""",[]
"""/api/admin/remittance/VendorRemittances""","""PaymentRemittance""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""payment_batch_creditor_id"",""vendor_id"",""status"",""sent_email_to_vendor_time"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",15,4,"""api""","""admin""","""remittance""","""VendorRemittances""","""""",0,"""""","""""",[]
"""/api/admin/ClientApplication/List""","""ClientApplication""","""Get""",1,0,0,0,0,0,0,0,1,"[""id"",""ndis_no"",""title_id"",""client_name"",""date_of_birth"",""avatar"",""status"",""notes"",""can_receive_communication"",""email"",""no_email"",""phone"",""mobile"",""address_state_id"",""address_city"",""address_suburb"",""address_street"",""address_postcode"",""plan_start_date"",""plan_end_date"",""is_deleted"",""created_time"",""created_by"",""updated_time"",""updated_by"",""Order_By"",""page"",""page_size"",""current_user_id"",""list_all""]",30,4,"""api""","""admin""","""ClientApplication""","""List""","""""",0,"""""","""""",[]
"""/api/client/Invoice/ListQuickUpload""","""ClientInvoice""","""Get""",1,0,0,0,0,0,0,0,1,"[""SearchType"",""UploadStartDate"",""UploadEndDate"",""FileName"",""IncludeTagIds"",""ExcludeTagIds"",""IsFIFO"",""No_Tag"",""Status"",""SupportCoordinator_Id"",""Client_Id"",""Vendor_Id"",""aiocr_min_hundred_percent"",""aiocr_max_hundred_percent"",""order_by_data"",""page"",""page_size"",""current_user_id"",""list_all""]",19,4,"""api""","""client""","""Invoice""","""ListQuickUpload""","""""",0,"""""","""""",[]
"""/api/admin/CRMNote/UnPinTop""","""CRMNote""","""Put""",0,1,0,0,0,0,0,0,1,"[""note_id"",""noteType""]",2,4,"""api""","""admin""","""CRMNote""","""UnPinTop""","""""",0,"""""","""""",[]
"""/api/client/Invoice/BulkDelete""","""ClientInvoice""","""Delete""",0,0,0,1,0,0,0,0,1,"[""ids""]",1,4,"""api""","""client""","""Invoice""","""BulkDelete""","""""",0,"""""","""""",[]
"""/api/admin/PreferenceParticipantEmail/AddClientSetting""","""PreferenceParticipantEmail""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""PreferenceParticipantEmail""","""AddClientSetting""","""""",0,"""""","""""",[]
"""/api/admin/ClientApplication/Reject/{id}""","""ClientApplication""","""Put""",0,1,0,0,0,0,0,0,1,"[""id""]",1,5,"""api""","""admin""","""ClientApplication""","""Reject""","""{id}""",0,"""""","""""",[]
"""/api/admin/PreferenceParticipantEmail/ClientDetails""","""PreferenceParticipantEmail""","""Get""",1,0,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""PreferenceParticipantEmail""","""ClientDetails""","""""",0,"""""","""""",[]
"""/api/client/Invoice/Authorise""","""ClientInvoice""","""Get""",1,0,0,0,0,0,0,0,1,"[""invoice_id"",""note""]",2,4,"""api""","""client""","""Invoice""","""Authorise""","""""",0,"""""","""""",[]
"""/api/admin/AutomaticReport/DownYTBAInvoiceReport""","""AutomaticReport""","""Get""",1,0,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""AutomaticReport""","""DownYTBAInvoiceReport""","""""",0,"""""","""""",[]
"""/api/admin/HighRiskSupportItem/Delete/{id}""","""HighRiskSupportItem""","""Delete""",0,0,0,1,0,0,0,0,1,"[""id""]",1,5,"""api""","""admin""","""HighRiskSupportItem""","""Delete""","""{id}""",0,"""""","""""",[]
"""/api/admin/EmailTemplate/comm_email_template_list""","""EmailTemplate""","""Get""",1,0,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""EmailTemplate""","""comm_email_template_list""","""""",0,"""""","""""",[]
"""/api/admin/NDISSupportItem/AddItemForAllPriceGuide""","""NDISSupportItem""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""NDISSupportItem""","""AddItemForAllPriceGuide""","""""",0,"""""","""""",[]
"""/api/admin/Staff/ProxyClientLogin""","""Staff""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Staff""","""ProxyClientLogin""","""""",0,"""""","""""",[]
"""/api/admin/EmailTemplate/comm_email_template_update""","""EmailTemplate""","""Put""",0,1,0,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""EmailTemplate""","""comm_email_template_update""","""""",0,"""""","""""",[]
"""/api/admin/PhoneCallHistory/ExportCallHistories""","""PhoneCallHistory""","""Get""",1,0,0,0,0,0,0,0,1,"[""Phone_Number"",""start_date"",""end_date"",""has_file"",""phone_contact_id"",""call_status_list"",""Order_By"",""agent"",""source_type"",""state_id"",""show_deleted_recordings"",""page"",""page_size"",""current_user_id"",""list_all""]",15,4,"""api""","""admin""","""PhoneCallHistory""","""ExportCallHistories""","""""",0,"""""","""""",[]
"""/api/admin/ClientAttachment/Details""","""ClientAttachment""","""Get""",1,0,0,0,0,0,0,0,1,"[""id""]",1,4,"""api""","""admin""","""ClientAttachment""","""Details""","""""",0,"""""","""""",[]
"""/api/admin/Invoice/Transfer""","""Invoice""","""Post""",0,0,1,0,0,0,0,0,1,[],0,4,"""api""","""admin""","""Invoice""","""Transfer""","""""",0,"""""","""""",[]
"""/api/client/Account/{client_plan_id}/activity_report""","""ClientAccount""","""Post""",0,0,1,0,0,0,0,0,1,"[""client_plan_id""]",1,5,"""api""","""client""","""Account""","""{client_plan_id}""","""activity_report""",0,"""""","""""",[]
"""/api/admin/Client/Invoices""","""Client""","""Get""",1,0,0,0,0,0,0,0,1,"[""client_id"",""isAll"",""page"",""page_size""]",4,4,"""api""","""admin""","""Client""","""Invoices""","""""",0,"""""","""""",[]
"""/api/admin/SupportCoordinator/Inactive/{id}""","""SupportCoordinator""","""Put""",0,1,0,0,0,0,0,0,1,"[""id""]",1,5,"""api""","""admin""","""SupportCoordinator""","""Inactive""","""{id}""",0,"""""","""""",[]
